Quiz ID,Quiz Title,Question ID,Question Description,Option ID,Option Text,Is Correct
43,Structural Organisation in Animals and Plants (7),1883,"The figure given here shows a diagrammatic representation of internal organs of the frog digestive system. Identify A to D and select the correct option. 
 
A, B, C,D",7547,"Gall bladder, Lung, Fat bodies, Kidney",True
43,Structural Organisation in Animals and Plants (7),1883,"The figure given here shows a diagrammatic representation of internal organs of the frog digestive system. Identify A to D and select the correct option. 
 
A, B, C,D",7548,"Pancreas, Lungs, Testis, Liver",False
43,Structural Organisation in Animals and Plants (7),1883,"The figure given here shows a diagrammatic representation of internal organs of the frog digestive system. Identify A to D and select the correct option. 
 
A, B, C,D",7549,"Liver, Pancreas, Fat bodies, Gall bladder",False
43,Structural Organisation in Animals and Plants (7),1884,"In the given diagram of areolar connective tissue, the different cells and parts have been marked by alphabets (A, B, C& D). Choose the answer in which these alphabets correctly match with the parts and",7550,"A-Adipocyte, B-Collagen fibres, C-Microfilament, D-Mast cells",False
43,Structural Organisation in Animals and Plants (7),1884,"In the given diagram of areolar connective tissue, the different cells and parts have been marked by alphabets (A, B, C& D). Choose the answer in which these alphabets correctly match with the parts and",7551,"A-Macrophage, B-Collagen fibres, C-Microfilament, D-Mast cells",False
43,Structural Organisation in Animals and Plants (7),1884,"In the given diagram of areolar connective tissue, the different cells and parts have been marked by alphabets (A, B, C& D). Choose the answer in which these alphabets correctly match with the parts and",7552,"A-Macrophage, B-Collagen fibres, C-Microtubule, D-RBC",False
43,Structural Organisation in Animals and Plants (7),1884,"In the given diagram of areolar connective tissue, the different cells and parts have been marked by alphabets (A, B, C& D). Choose the answer in which these alphabets correctly match with the parts and",7553,"A-Macrophage, B-Fibroblast, C-Collagen fibres,  D-Mast cells",True
43,Structural Organisation in Animals and Plants (7),1895,Which of the following statements is incorrect for simple epithelium?,7594,They are derived from any of the embryonic germ layers,False
43,Structural Organisation in Animals and Plants (7),1895,Which of the following statements is incorrect for simple epithelium?,7595,They are vascularized,True
43,Structural Organisation in Animals and Plants (7),1895,Which of the following statements is incorrect for simple epithelium?,7596,The cells have a rapid rate of cell division,False
43,Structural Organisation in Animals and Plants (7),1895,Which of the following statements is incorrect for simple epithelium?,7597,Cemented to one another to form a single layer,False
43,Structural Organisation in Animals and Plants (7),1896,The main function of simple cuboidal epithelium is :,7598,Diffusion,False
43,Structural Organisation in Animals and Plants (7),1896,The main function of simple cuboidal epithelium is :,7599,Secretion and absorption,True
43,Structural Organisation in Animals and Plants (7),1896,The main function of simple cuboidal epithelium is :,7600,Protection,False
43,Structural Organisation in Animals and Plants (7),1896,The main function of simple cuboidal epithelium is :,7601,Diffusion and protection,False
43,Structural Organisation in Animals and Plants (7),1897,Epithelial cells of the intestine involved in food absorption have on their surface :,7602,Pinocytic vesicles,False
43,Structural Organisation in Animals and Plants (7),1897,Epithelial cells of the intestine involved in food absorption have on their surface :,7603,Phagocytic vesicles,False
43,Structural Organisation in Animals and Plants (7),1897,Epithelial cells of the intestine involved in food absorption have on their surface :,7604,Zymogen granules,False
43,Structural Organisation in Animals and Plants (7),1897,Epithelial cells of the intestine involved in food absorption have on their surface :,7605,Micro-villi,True
43,Structural Organisation in Animals and Plants (7),1898,Brush border epithelium occurs in :,7606,Trachea,False
43,Structural Organisation in Animals and Plants (7),1898,Brush border epithelium occurs in :,7607,Stomach,False
43,Structural Organisation in Animals and Plants (7),1898,Brush border epithelium occurs in :,7608,Small intestine,True
43,Structural Organisation in Animals and Plants (7),1898,Brush border epithelium occurs in :,7609,Oesophagus,False
43,Structural Organisation in Animals and Plants (7),1899,"The tissue which has power of division and regeneration, throughout life, is :",7610,Epithelial tissue,True
43,Structural Organisation in Animals and Plants (7),1899,"The tissue which has power of division and regeneration, throughout life, is :",7611,Muscular tissue,False
43,Structural Organisation in Animals and Plants (7),1899,"The tissue which has power of division and regeneration, throughout life, is :",7612,Connective tissue,False
43,Structural Organisation in Animals and Plants (7),1899,"The tissue which has power of division and regeneration, throughout life, is :",7613,Nervous tissue,False
43,Structural Organisation in Animals and Plants (7),1900,Gland which is both exocrine and endocrine is :,7614,Tubular glands,False
43,Structural Organisation in Animals and Plants (7),1900,Gland which is both exocrine and endocrine is :,7615,Saccular glands,False
43,Structural Organisation in Animals and Plants (7),1900,Gland which is both exocrine and endocrine is :,7616,Apocrine glands,False
43,Structural Organisation in Animals and Plants (7),1900,Gland which is both exocrine and endocrine is :,7617,Heterocrine glands,True
43,Structural Organisation in Animals and Plants (7),1901,"This epithelium is made up of a single thin layer of flattened cells and is involved in diffusion, it is found in:",7618,Walls of blood vessels,True
43,Structural Organisation in Animals and Plants (7),1901,"This epithelium is made up of a single thin layer of flattened cells and is involved in diffusion, it is found in:",7619,Ducts of glands,False
43,Structural Organisation in Animals and Plants (7),1901,"This epithelium is made up of a single thin layer of flattened cells and is involved in diffusion, it is found in:",7620,Tubular parts of nephrons,False
43,Structural Organisation in Animals and Plants (7),1901,"This epithelium is made up of a single thin layer of flattened cells and is involved in diffusion, it is found in:",7621,All of these,False
43,Structural Organisation in Animals and Plants (7),1902,"Exoskeleton (e.g. feathers, nails, horns, hooves) originated from :",7622,Connective tissue proper,False
43,Structural Organisation in Animals and Plants (7),1902,"Exoskeleton (e.g. feathers, nails, horns, hooves) originated from :",7623,Epithelium tissue,True
43,Structural Organisation in Animals and Plants (7),1902,"Exoskeleton (e.g. feathers, nails, horns, hooves) originated from :",7624,Skeletal tissue,False
43,Structural Organisation in Animals and Plants (7),1902,"Exoskeleton (e.g. feathers, nails, horns, hooves) originated from :",7625,Vascular tissue,False
43,Structural Organisation in Animals and Plants (7),1903,Trachea consist of which epithelium ?,7626,Simple columnar,False
43,Structural Organisation in Animals and Plants (7),1903,Trachea consist of which epithelium ?,7627,Simple ciliated,True
43,Structural Organisation in Animals and Plants (7),1903,Trachea consist of which epithelium ?,7628,Simple cuboidal,False
43,Structural Organisation in Animals and Plants (7),1903,Trachea consist of which epithelium ?,7629,Stratified cuboidal,False
43,Structural Organisation in Animals and Plants (7),1904,Characteristic of simple epithelium is :,7630,They are arranged irregularly,False
43,Structural Organisation in Animals and Plants (7),1904,Characteristic of simple epithelium is :,7631,They make a definite layer,True
43,Structural Organisation in Animals and Plants (7),1904,Characteristic of simple epithelium is :,7632,Continue to divide and help in organ function,False
43,Structural Organisation in Animals and Plants (7),1904,Characteristic of simple epithelium is :,7633,Never divide,False
43,Structural Organisation in Animals and Plants (7),1905,Vesicles of thyroid gland is composed of :,7634,Simple squamous epithelium,False
43,Structural Organisation in Animals and Plants (7),1905,Vesicles of thyroid gland is composed of :,7635,Simple cuboidal epithelium,True
43,Structural Organisation in Animals and Plants (7),1905,Vesicles of thyroid gland is composed of :,7636,Stratified squamous epithelium,False
43,Structural Organisation in Animals and Plants (7),1905,Vesicles of thyroid gland is composed of :,7637,Stratified cuboidal epithelium,False
43,Structural Organisation in Animals and Plants (7),1906,Which of the following is not an endocrine gland ?,7638,Thyroid,False
43,Structural Organisation in Animals and Plants (7),1906,Which of the following is not an endocrine gland ?,7639,Thymus,False
43,Structural Organisation in Animals and Plants (7),1906,Which of the following is not an endocrine gland ?,7640,Adrenal,False
43,Structural Organisation in Animals and Plants (7),1906,Which of the following is not an endocrine gland ?,7641,Salivary,True
43,Structural Organisation in Animals and Plants (7),1907,Characteristic of epithelial tissues is :,7642,Never produce glands,False
43,Structural Organisation in Animals and Plants (7),1907,Characteristic of epithelial tissues is :,7643,Cells can undergo rapid divisions,True
43,Structural Organisation in Animals and Plants (7),1907,Characteristic of epithelial tissues is :,7644,Abundant vascularisation,False
43,Structural Organisation in Animals and Plants (7),1907,Characteristic of epithelial tissues is :,7645,Large intercellular spaces,False
43,Structural Organisation in Animals and Plants (7),1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",7646,b & c,False
43,Structural Organisation in Animals and Plants (7),1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",7647,c only,True
43,Structural Organisation in Animals and Plants (7),1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",7648,"a, b & c",False
43,Structural Organisation in Animals and Plants (7),1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",7649,a & c,False
43,Structural Organisation in Animals and Plants (7),1909,Select the correct matching :,7650,Cuboidal epithelium - Alveolar wall,False
43,Structural Organisation in Animals and Plants (7),1909,Select the correct matching :,7651,Columnar epithelium - Stomach,True
43,Structural Organisation in Animals and Plants (7),1909,Select the correct matching :,7652,Ciliated epithelium - Intestine,False
43,Structural Organisation in Animals and Plants (7),1909,Select the correct matching :,7653,Squamous epithelium - Germinal epithelium,False
43,Structural Organisation in Animals and Plants (7),1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",7654,Both A and R are true and R is the correct explanation of A.,False
43,Structural Organisation in Animals and Plants (7),1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",7655,Both A and R are true but R is not correct explanation of A,True
43,Structural Organisation in Animals and Plants (7),1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",7656,A is true but R is false,False
43,Structural Organisation in Animals and Plants (7),1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",7657,A and R are false,False
43,Structural Organisation in Animals and Plants (7),1911,The major protein of the connective tissues is :,7658,Keratin,False
43,Structural Organisation in Animals and Plants (7),1911,The major protein of the connective tissues is :,7659,Collagen,True
43,Structural Organisation in Animals and Plants (7),1911,The major protein of the connective tissues is :,7660,Melanin,False
43,Structural Organisation in Animals and Plants (7),1911,The major protein of the connective tissues is :,7661,Myosin,False
43,Structural Organisation in Animals and Plants (7),1912,Inter vertebral discs are composed of :,7662,Hyaline cartilage,False
43,Structural Organisation in Animals and Plants (7),1912,Inter vertebral discs are composed of :,7663,Elastic cartilage,False
43,Structural Organisation in Animals and Plants (7),1912,Inter vertebral discs are composed of :,7664,White fibrous cartilage,True
43,Structural Organisation in Animals and Plants (7),1912,Inter vertebral discs are composed of :,7665,Calcified cartilage,False
43,Structural Organisation in Animals and Plants (7),1913,Haversian canal contain :,7666,Blood vessels and nerves,True
43,Structural Organisation in Animals and Plants (7),1913,Haversian canal contain :,7667,Blood vessels only,False
43,Structural Organisation in Animals and Plants (7),1913,Haversian canal contain :,7668,Lymphatic only,False
43,Structural Organisation in Animals and Plants (7),1913,Haversian canal contain :,7669,Connective tissue only,False
43,Structural Organisation in Animals and Plants (7),1914,Fibroblast secretes :,7670,Matrix,False
43,Structural Organisation in Animals and Plants (7),1914,Fibroblast secretes :,7671,Fibres,False
43,Structural Organisation in Animals and Plants (7),1914,Fibroblast secretes :,7672,Both A and B,True
43,Structural Organisation in Animals and Plants (7),1914,Fibroblast secretes :,7673,Cells,False
43,Structural Organisation in Animals and Plants (7),1915,Mast cell secrete :,7674,Anticoagulant : Heparin,False
43,Structural Organisation in Animals and Plants (7),1915,Mast cell secrete :,7675,Vasodilator : Histamine,False
43,Structural Organisation in Animals and Plants (7),1915,Mast cell secrete :,7676,Vasoconstrictor : Serotonin,False
43,Structural Organisation in Animals and Plants (7),1915,Mast cell secrete :,7677,All of the above,True
43,Structural Organisation in Animals and Plants (7),1916,Epiglottis is composed of :,7678,Hyaline cartilage,False
43,Structural Organisation in Animals and Plants (7),1916,Epiglottis is composed of :,7679,White fibro cartilage,False
43,Structural Organisation in Animals and Plants (7),1916,Epiglottis is composed of :,7680,Calcified cartilage,False
43,Structural Organisation in Animals and Plants (7),1916,Epiglottis is composed of :,7681,Elastic cartilage,True
43,Structural Organisation in Animals and Plants (7),1917,All the following cells produces collagen except :,7682,Osteoblast,False
43,Structural Organisation in Animals and Plants (7),1917,All the following cells produces collagen except :,7683,Chondroblast,False
43,Structural Organisation in Animals and Plants (7),1917,All the following cells produces collagen except :,7684,Fibro blast,False
43,Structural Organisation in Animals and Plants (7),1917,All the following cells produces collagen except :,7685,Mast cells,True
43,Structural Organisation in Animals and Plants (7),1918,Matrix of cartilage is produced by :,7686,Chondrocytes,False
43,Structural Organisation in Animals and Plants (7),1918,Matrix of cartilage is produced by :,7687,Chondroblasts,True
43,Structural Organisation in Animals and Plants (7),1918,Matrix of cartilage is produced by :,7688,Osteocytes,False
43,Structural Organisation in Animals and Plants (7),1918,Matrix of cartilage is produced by :,7689,Histiocytes,False
43,Structural Organisation in Animals and Plants (7),1919,Which of following lacks blood supply ?,7690,Bone,False
43,Structural Organisation in Animals and Plants (7),1919,Which of following lacks blood supply ?,7691,Cartilage,True
43,Structural Organisation in Animals and Plants (7),1919,Which of following lacks blood supply ?,7692,Connective tissue,False
43,Structural Organisation in Animals and Plants (7),1919,Which of following lacks blood supply ?,7693,All,False
43,Structural Organisation in Animals and Plants (7),1920,Sprain of body is due to pulling of :,7694,Muscles,False
43,Structural Organisation in Animals and Plants (7),1920,Sprain of body is due to pulling of :,7695,Ligaments,True
43,Structural Organisation in Animals and Plants (7),1920,Sprain of body is due to pulling of :,7696,Tendon,False
43,Structural Organisation in Animals and Plants (7),1920,Sprain of body is due to pulling of :,7697,Nerves,False
43,Structural Organisation in Animals and Plants (7),1921,Protein present in cartilage is :,7698,Fibroin,False
43,Structural Organisation in Animals and Plants (7),1921,Protein present in cartilage is :,7699,Chondrin,True
43,Structural Organisation in Animals and Plants (7),1921,Protein present in cartilage is :,7700,Ossein,False
43,Structural Organisation in Animals and Plants (7),1921,Protein present in cartilage is :,7701,Casein,False
43,Structural Organisation in Animals and Plants (7),1922,Ligament connects :,7702,Muscle to skin,False
43,Structural Organisation in Animals and Plants (7),1922,Ligament connects :,7703,Bone to bone,True
43,Structural Organisation in Animals and Plants (7),1922,Ligament connects :,7704,Muscle to muscle,False
43,Structural Organisation in Animals and Plants (7),1922,Ligament connects :,7705,Muscle to bone,False
43,Structural Organisation in Animals and Plants (7),1923,Scavanger cell of connective tissue proper is called as :,7706,Fibroblast cell,False
43,Structural Organisation in Animals and Plants (7),1923,Scavanger cell of connective tissue proper is called as :,7707,Mast cell,False
43,Structural Organisation in Animals and Plants (7),1923,Scavanger cell of connective tissue proper is called as :,7708,Plasma cell,False
43,Structural Organisation in Animals and Plants (7),1923,Scavanger cell of connective tissue proper is called as :,7709,Macrophages,True
43,Structural Organisation in Animals and Plants (7),1924,Cartilage is present in :,7710,Between adjacent bones of vertebral column and limbs,True
43,Structural Organisation in Animals and Plants (7),1924,Cartilage is present in :,7711,In middle of the long bone,False
43,Structural Organisation in Animals and Plants (7),1924,Cartilage is present in :,7712,Bone marrow cavity,False
43,Structural Organisation in Animals and Plants (7),1924,Cartilage is present in :,7713,All of the above,False
43,Structural Organisation in Animals and Plants (7),1925,Regeneration of cartilage can occur from its :,7714,Matrix,False
43,Structural Organisation in Animals and Plants (7),1925,Regeneration of cartilage can occur from its :,7715,Plasma,False
43,Structural Organisation in Animals and Plants (7),1925,Regeneration of cartilage can occur from its :,7716,Perichondrium,True
43,Structural Organisation in Animals and Plants (7),1925,Regeneration of cartilage can occur from its :,7717,A piece without perichondrium,False
43,Structural Organisation in Animals and Plants (7),1926,What will happen if ligaments are cut or broken ?,7718,Bones will move freely at joints,False
43,Structural Organisation in Animals and Plants (7),1926,What will happen if ligaments are cut or broken ?,7719,No movement at joint,False
43,Structural Organisation in Animals and Plants (7),1926,What will happen if ligaments are cut or broken ?,7720,Bones will become unfixed,True
43,Structural Organisation in Animals and Plants (7),1926,What will happen if ligaments are cut or broken ?,7721,Bones will become fixed,False
43,Structural Organisation in Animals and Plants (7),1927,The central shaft of a long bone is known as :,7722,Diaphysis,True
43,Structural Organisation in Animals and Plants (7),1927,The central shaft of a long bone is known as :,7723,Epiphysis,False
43,Structural Organisation in Animals and Plants (7),1927,The central shaft of a long bone is known as :,7724,Metaphysis,False
43,Structural Organisation in Animals and Plants (7),1927,The central shaft of a long bone is known as :,7725,Zygapophysis,False
43,Structural Organisation in Animals and Plants (7),1928,Haversian system is a diagnostic feature of :,7726,Avian bones,False
43,Structural Organisation in Animals and Plants (7),1928,Haversian system is a diagnostic feature of :,7727,All animals,False
43,Structural Organisation in Animals and Plants (7),1928,Haversian system is a diagnostic feature of :,7728,Mammalian bones,True
43,Structural Organisation in Animals and Plants (7),1928,Haversian system is a diagnostic feature of :,7729,Reptilian bones,False
43,Structural Organisation in Animals and Plants (7),1929,Cartilage is formed by :,7730,Osteoblasts,False
43,Structural Organisation in Animals and Plants (7),1929,Cartilage is formed by :,7731,Fibroblasts,False
43,Structural Organisation in Animals and Plants (7),1929,Cartilage is formed by :,7732,Chondroclasts,False
43,Structural Organisation in Animals and Plants (7),1929,Cartilage is formed by :,7733,Chondroblasts,True
43,Structural Organisation in Animals and Plants (7),1930,The membrane that covers cartilage is known as :,7734,Periosteum,False
43,Structural Organisation in Animals and Plants (7),1930,The membrane that covers cartilage is known as :,7735,Perichondrium,True
43,Structural Organisation in Animals and Plants (7),1930,The membrane that covers cartilage is known as :,7736,Perineurium,False
43,Structural Organisation in Animals and Plants (7),1930,The membrane that covers cartilage is known as :,7737,Pericardium,False
43,Structural Organisation in Animals and Plants (7),1931,External ear (pinna) is a flexible structure composed of :,7738,Bone,False
43,Structural Organisation in Animals and Plants (7),1931,External ear (pinna) is a flexible structure composed of :,7739,Cartilage,True
43,Structural Organisation in Animals and Plants (7),1931,External ear (pinna) is a flexible structure composed of :,7740,Tendon,False
43,Structural Organisation in Animals and Plants (7),1931,External ear (pinna) is a flexible structure composed of :,7741,Ligament,False
43,Structural Organisation in Animals and Plants (7),1932,Formation of cartilage is known as :,7742,Diapedesis,False
43,Structural Organisation in Animals and Plants (7),1932,Formation of cartilage is known as :,7743,Chondrogenesis,True
43,Structural Organisation in Animals and Plants (7),1932,Formation of cartilage is known as :,7744,Haemopoiesis,False
43,Structural Organisation in Animals and Plants (7),1932,Formation of cartilage is known as :,7745,Ossification,False
43,Structural Organisation in Animals and Plants (7),1933,Role of bone marrow in mammals is to :,7746,Assist kidneys,False
43,Structural Organisation in Animals and Plants (7),1933,Role of bone marrow in mammals is to :,7747,Act as haemopoietic tissue,True
43,Structural Organisation in Animals and Plants (7),1933,Role of bone marrow in mammals is to :,7748,Assist liver,False
43,Structural Organisation in Animals and Plants (7),1933,Role of bone marrow in mammals is to :,7749,Control blood pressure,False
43,Structural Organisation in Animals and Plants (7),1934,Hyaline cartilage forms :,7750,Tracheal rings,True
43,Structural Organisation in Animals and Plants (7),1934,Hyaline cartilage forms :,7751,Pubic symphysis,False
43,Structural Organisation in Animals and Plants (7),1934,Hyaline cartilage forms :,7752,Epiglottis,False
43,Structural Organisation in Animals and Plants (7),1934,Hyaline cartilage forms :,7753,External ear pinna,False
43,Structural Organisation in Animals and Plants (7),1935,Bone forming cells are known as :,7754,Chondroclasts,False
43,Structural Organisation in Animals and Plants (7),1935,Bone forming cells are known as :,7755,Osteoblasts,True
43,Structural Organisation in Animals and Plants (7),1935,Bone forming cells are known as :,7756,Chondroblasts,False
43,Structural Organisation in Animals and Plants (7),1935,Bone forming cells are known as :,7757,Osteoclasts,False
43,Structural Organisation in Animals and Plants (7),1936,Cardiac muscle fibres are :,7758,Striated and involuntary,True
43,Structural Organisation in Animals and Plants (7),1936,Cardiac muscle fibres are :,7759,Striated and voluntary,False
43,Structural Organisation in Animals and Plants (7),1936,Cardiac muscle fibres are :,7760,Non–striated and involuntary,False
43,Structural Organisation in Animals and Plants (7),1936,Cardiac muscle fibres are :,7761,Non–striated and voluntary,False
43,Structural Organisation in Animals and Plants (7),1937,"Which one of the following muscles, gets fatigued very quickly?",7762,Skeletal muscle,True
43,Structural Organisation in Animals and Plants (7),1937,"Which one of the following muscles, gets fatigued very quickly?",7763,Smooth muscle,False
43,Structural Organisation in Animals and Plants (7),1937,"Which one of the following muscles, gets fatigued very quickly?",7764,Cardiac muscle,False
43,Structural Organisation in Animals and Plants (7),1937,"Which one of the following muscles, gets fatigued very quickly?",7765,All of the above,False
43,Structural Organisation in Animals and Plants (7),1938,Involuntary muscles are :,7766,Under the control of will,False
43,Structural Organisation in Animals and Plants (7),1938,Involuntary muscles are :,7767,Not under the control of animal's will,False
43,Structural Organisation in Animals and Plants (7),1938,Involuntary muscles are :,7768,Controlled by autonomic nervous system,False
43,Structural Organisation in Animals and Plants (7),1938,Involuntary muscles are :,7769,Both (B) and (C),True
43,Structural Organisation in Animals and Plants (7),1939,Unstriped muscles are also known as :,7770,Visceral muscles,False
43,Structural Organisation in Animals and Plants (7),1939,Unstriped muscles are also known as :,7771,Smooth muscles,False
43,Structural Organisation in Animals and Plants (7),1939,Unstriped muscles are also known as :,7772,Involuntary muscles,False
43,Structural Organisation in Animals and Plants (7),1939,Unstriped muscles are also known as :,7773,All of these,True
43,Structural Organisation in Animals and Plants (7),1940,Nodes of Ranvier are found in :,7774,Cyton,False
43,Structural Organisation in Animals and Plants (7),1940,Nodes of Ranvier are found in :,7775,Dendrons,False
43,Structural Organisation in Animals and Plants (7),1940,Nodes of Ranvier are found in :,7776,Axon,True
43,Structural Organisation in Animals and Plants (7),1940,Nodes of Ranvier are found in :,7777,Astrocyte,False
43,Structural Organisation in Animals and Plants (7),1941,Which cell-organelle is absent in neurons ?,7778,Mitochondria,False
43,Structural Organisation in Animals and Plants (7),1941,Which cell-organelle is absent in neurons ?,7779,Ribosome,False
43,Structural Organisation in Animals and Plants (7),1941,Which cell-organelle is absent in neurons ?,7780,Centriole,True
43,Structural Organisation in Animals and Plants (7),1941,Which cell-organelle is absent in neurons ?,7781,Nucleus,False
43,Structural Organisation in Animals and Plants (7),1942,Select the incorrect statement about nerve fibres :,7782,The dendrite carries impulse towards the cyton,False
43,Structural Organisation in Animals and Plants (7),1942,Select the incorrect statement about nerve fibres :,7783,Neurons and muscle fibres are excitable cells,False
43,Structural Organisation in Animals and Plants (7),1942,Select the incorrect statement about nerve fibres :,7784,Nissl's granules are absent in axon,False
43,Structural Organisation in Animals and Plants (7),1942,Select the incorrect statement about nerve fibres :,7785,Myelin sheath is continuous at the Node of Ranvier,True
43,Structural Organisation in Animals and Plants (7),1943,The nerve cell can be distinguished from other cells of the body by the presence of :,7786,Nucleus,False
43,Structural Organisation in Animals and Plants (7),1943,The nerve cell can be distinguished from other cells of the body by the presence of :,7787,Plasma membrane,False
43,Structural Organisation in Animals and Plants (7),1943,The nerve cell can be distinguished from other cells of the body by the presence of :,7788,Mitochondria,False
43,Structural Organisation in Animals and Plants (7),1943,The nerve cell can be distinguished from other cells of the body by the presence of :,7789,Axon & dendrites,True
43,Structural Organisation in Animals and Plants (7),1944,The functional connection between two neurons is called:,7790,Synapse,True
43,Structural Organisation in Animals and Plants (7),1944,The functional connection between two neurons is called:,7791,Synapsis,False
43,Structural Organisation in Animals and Plants (7),1944,The functional connection between two neurons is called:,7792,Chiasma,False
43,Structural Organisation in Animals and Plants (7),1944,The functional connection between two neurons is called:,7793,Chiasmata,False
43,Structural Organisation in Animals and Plants (7),1945,Which of the following is a non–excitable cell ?,7794,Neuron,False
43,Structural Organisation in Animals and Plants (7),1945,Which of the following is a non–excitable cell ?,7795,Smooth muscle cell,False
43,Structural Organisation in Animals and Plants (7),1945,Which of the following is a non–excitable cell ?,7796,Astrocyte,True
43,Structural Organisation in Animals and Plants (7),1945,Which of the following is a non–excitable cell ?,7797,Skeletal muscle cell,False
43,Structural Organisation in Animals and Plants (7),1946,In non–myelinated nerve fibre of PNS :,7798,Myelin sheath is absent,True
43,Structural Organisation in Animals and Plants (7),1946,In non–myelinated nerve fibre of PNS :,7799,Schwann cell is absent,False
43,Structural Organisation in Animals and Plants (7),1946,In non–myelinated nerve fibre of PNS :,7800,Both (A) & (B) are absent,False
43,Structural Organisation in Animals and Plants (7),1946,In non–myelinated nerve fibre of PNS :,7801,Axon is absent,False
43,Structural Organisation in Animals and Plants (7),1947,Which of the following cell can't be grown by tissue culture ?,7802,Epithelial cell,False
43,Structural Organisation in Animals and Plants (7),1947,Which of the following cell can't be grown by tissue culture ?,7803,Fibroblast,False
43,Structural Organisation in Animals and Plants (7),1947,Which of the following cell can't be grown by tissue culture ?,7804,Monocyte,False
43,Structural Organisation in Animals and Plants (7),1947,Which of the following cell can't be grown by tissue culture ?,7805,Neuron,True
43,Structural Organisation in Animals and Plants (7),1948,Which one of the following types of cell is involved in making of the inner walls of blood vessels?,7806,Cuboidal epithelium,False
43,Structural Organisation in Animals and Plants (7),1948,Which one of the following types of cell is involved in making of the inner walls of blood vessels?,7807,Columnar epithelium,False
43,Structural Organisation in Animals and Plants (7),1948,Which one of the following types of cell is involved in making of the inner walls of blood vessels?,7808,Squamous epithelium,True
43,Structural Organisation in Animals and Plants (7),1948,Which one of the following types of cell is involved in making of the inner walls of blood vessels?,7809,Stratified epithelium,False
43,Structural Organisation in Animals and Plants (7),1949,To which one of the following categories does adipose tissue belong?,7810,Epithelial,False
43,Structural Organisation in Animals and Plants (7),1949,To which one of the following categories does adipose tissue belong?,7811,Connective,True
43,Structural Organisation in Animals and Plants (7),1949,To which one of the following categories does adipose tissue belong?,7812,Muscular,False
43,Structural Organisation in Animals and Plants (7),1949,To which one of the following categories does adipose tissue belong?,7813,Neural,False
43,Structural Organisation in Animals and Plants (7),1950,Which one of the following is not a connective tissue?,7814,Bone,False
43,Structural Organisation in Animals and Plants (7),1950,Which one of the following is not a connective tissue?,7815,Cartilage,False
43,Structural Organisation in Animals and Plants (7),1950,Which one of the following is not a connective tissue?,7816,Blood,False
43,Structural Organisation in Animals and Plants (7),1950,Which one of the following is not a connective tissue?,7817,Muscles,True
43,Structural Organisation in Animals and Plants (7),1951,"Match the following and choose the correct option
  Column I     Column II
 A. Adipose tissue   i. Nose
 B. Stratified epithelium   ii. Blood
 C. Hyaline cartilage   iii. Skin
 D. Fluid connective tissue  iv. Fat storage
 Options:",7818,"A-i, B-ii, C-iii, D-iv",False
43,Structural Organisation in Animals and Plants (7),1951,"Match the following and choose the correct option
  Column I     Column II
 A. Adipose tissue   i. Nose
 B. Stratified epithelium   ii. Blood
 C. Hyaline cartilage   iii. Skin
 D. Fluid connective tissue  iv. Fat storage
 Options:",7819,"A-iv, B-iii, C-i, D-ii",True
43,Structural Organisation in Animals and Plants (7),1951,"Match the following and choose the correct option
  Column I     Column II
 A. Adipose tissue   i. Nose
 B. Stratified epithelium   ii. Blood
 C. Hyaline cartilage   iii. Skin
 D. Fluid connective tissue  iv. Fat storage
 Options:",7820,"A-iii, B-i, C-iv, D-ii",False
43,Structural Organisation in Animals and Plants (7),1951,"Match the following and choose the correct option
  Column I     Column II
 A. Adipose tissue   i. Nose
 B. Stratified epithelium   ii. Blood
 C. Hyaline cartilage   iii. Skin
 D. Fluid connective tissue  iv. Fat storage
 Options:",7821,"A-ii, B-i, C-iv, D-iii",False
43,Structural Organisation in Animals and Plants (7),1952,A muscle fibre tapers at ends and does not show striations is :,7822,Smooth muscle fibre,True
43,Structural Organisation in Animals and Plants (7),1952,A muscle fibre tapers at ends and does not show striations is :,7823,Skeletal muscle fibre,False
43,Structural Organisation in Animals and Plants (7),1952,A muscle fibre tapers at ends and does not show striations is :,7824,Cardiac muscle fibre,False
